"website","url","description","location","company","experience","worktype","industry","function","publish_date","insert_date"
linkedin,https://es.linkedin.com/jobs/view/ingeniero-a-mec%C3%A1nico-preventa-maquinaria-industrial-at-icsa-grupo-2549286207,"Empresa de fabricación de maquinaria industrial precisa incorporar en provincia de Barcelona un/a:INGENIERO/A MECÁNICO PREVENTA (MAQUINARIA INDUSTRIAL) En dependencia del Responsable del Departamento de Proyectos y Ventas, se responsabilizará de las siguientes funciones: Funciones:Gestionar técnica y económicamente la prescripción de los proyectos en la fase de oferta hasta su aceptación por parte del cliente.Aportar propuestas de soluciones técnicas.Enlace entre departamento comercial y departamentos técnicos para trabajar en soluciones técnicas y valoraciones económicas a presentar a clientes.Soporte técnico a la red comercial y técnico-comercial a cliente final.Implementación de soluciones de implantación de máquinas en layouts en planta de los clientes.Elaboración de documentos de contenido técnico.Requisitos: Experiencia mínima de 3 años en posiciones similares en empresas de maquinaria industrial.Formación universitaria en Ingeniería Técnica industrial o similar. Especialidad en mecánica.Valorable experiencia en el sector del packaging.Dominio de inglés. Valorable un segundo idioma.AutoCAD nivel usuario. Valorables conocimientos en Inventor o similar.Dominio de paquete Office, concretamente Excel.Disponibilidad para viajar esporádicamente tanto a nivel nacional como internacional.Se ofrece:Incorporación inmediata.Puesto estable de carácter indefinido. Jornada Completa.Retribución según valores aportados.","Barcelona, Cataluña, España",Icsa Grupo,Intermedio,Jornada completa,"Ingeniería industrial o mecánica,Maquinaria","Ingeniería,Gestión de proyectos",2021-05-14 11:01:51,2021-05-14 11:00:00
linkedin,https://es.linkedin.com/jobs/view/dise%C3%B1ador-gr%C3%A1fico-en-pr%C3%A1cticas-at-spainity-2549278422,"En Spainity buscamos un DISEÑADOR/A EN PRÁCTICAS para incorporación inmediata. Un estudiante con conocimientos de diseño, creativo, proactivo y con muchas ganas de aprender sobre el sector ecommerce y el mundo start-up. Y sobre todo, con ganas de formar parte de un equipo jóven y dinámico.Requisitos mínimos:Conocimientos Photoshop y edición de vídeos. Preferiblemente estudiante de Diseño, Marketing o relacionados.Se valorará positivamente:Conocimientos de creación y edición de video.Otros detalles:- Imprescindible convenio de prácticas.- Prácticas Extracurriculares sin bolsa económica.- Duración: de Mayo a Septiembre- Horas: 20h / semana. Horario Flexible a pactar con la empresa.- Oferta disponible a partir de 2º de carrera.","Valencia/València, Comunidad Valenciana / Comunitat Valenciana, España",Spainity,,Prácticas,,,2021-05-14 11:01:02,2021-05-14 11:00:00
linkedin,https://es.linkedin.com/jobs/view/responsable-de-la-secretar%C3%ADa-t%C3%A9cnica-de-la-fundaci%C3%B3n-goteo-at-platoniq-2549243680,"La Fundación Goteo busca ampliar su equipo de administración y gestión para mejorar sus procedimientos internos y para encargarse del secretariado de la Fundación. La Fundación quiere mejorar sus procedimientos internos y la transparencia y busca una persona con experiencia para ayudarnos a crecer y mejorar de manera eficiente.Necesitamos incorporar una gestora con valores, que forme parte del equipo de organización interna, que trabajan en nuestra sede de Palma.Funciones principales:Encargarse de la relación con el patronato de la fundación: enviar las convocatorias de las reuniones,apoyar en la preparación de la documentación de las reuniones, redactar acta, preparar y firmar los certificados.Encargarse de la relación con el protectorado,comunicaciones, respuestas a requerimientos, entrega de planes de actuación anuales y cuentas anuales.Gestionar toda la documentación de la Fundación actualizada y en orden.Redactar informes narrativos de la actividad y cuentas de la Fundación.Contraste, seguimiento y digestión de informes de consultores jurídicos, fiscales para transmitir y publicar la información correcta y actualizada.Encargarse de preparar y publicar la documentación obligatoria en relación con la transparencia.Gestionar los correos de atención a la comunidad de usuarias de la plataforma.Atender y mejorar los procesos vinculados a la relación con la comunidad de donantes y la plataforma Goteo.Coordinar la revisión y seguimiento de la documentación administrativa necesaria para la gestión de las ayudas económicas de usuarios y la Fundación GoteoPreparar, revisar y coordinar contratos y convenios con los diferentes stakeholders de la Fundación.Coordinar la relación con las consultorías de Protección de datos y consultoría jurídica y el Notariado.Preparar y presentar el Balance Social.Preparar documentos y protocolos de mejora interna de la organización.Preparar y dar seguimiento a convenios con otras organizaciones e instituciones.Impulsar y dar seguimiento a la política de protección de datos de la entidad.Centralizar las consultas legales de la Fundación.Apoyo en el área de justificación de subvenciones y en la coordinación con la consultora fiscal.Requisitos académicos y profesionales:Titulación superior universitaria en administración de empresas, derecho.Experiencia en trabajos de gestión y administrativos.Conocimientos y experiencia en el tercer sector y en fundaciones.Conocimientos legales y administrativos.Buenas capacidades de comunicación oral y escrita en catalán y castellano.Desenvoltura con las TIC y apertura al aprendizaje con nuevas herramientas.Se valorará:Inglés medioHabilidades personales:Aptitudes para gestionar el tiempo.Aptitudes excelentes para la comunicación verbal y escrita.Habilidades socialesIniciativa y proactividad.TenacidadAptitudes para la planificación.Buena organización.Capaz de comunicarse con personas a distintos niveles.Capaz de dar explicaciones claras y concisas.Tener capacidad analítica y mucha resolución delante de posibles problemas.Cómo solicitar el puesto:Escribe un email a cv@goteo.org y envíanos tu CV y una carta de motivación, explicando por qué te interesa trabajar con nosotras y que puedes aportar a la Fundación y concretamente en el rol descrito.La Fundación está comprometida en crear igualdad de oportunidades para todos/as, independientemente del background y nacionalidad de la persona candidata. Por esta razón, está particularmente interesada en recibir solicitudes de personas racializadas, personas con diversidad funcional y personas que se identifican como LGTBQIA.","Palma, Islas Baleares, España",Platoniq,,Jornada completa,,,2021-05-14 11:00:10,2021-05-14 11:00:00
linkedin,https://es.linkedin.com/jobs/view/psiquiatra-at-benito-menni-complejo-asistencial-en-salud-mental-hermanas-hospitalarias-2533101230,"El centro Benito Menni CASM de Hermanas Hospitalarias precisa incorporar especialistas en Psiquiatría en sus dispositivos de hospitalización y comunitaria de las áreas de Sant Boi de Llobregat, L'Hospitalet de Llobregat y Granollers.REQUISITOSEstar en posesión del Título HOMOLOGADO de especialista en Psiquiatría.Formación y experiencia en el ámbito de la Salud Mental hospitalaria y/o comunitaria.Disponibilidad de incorporación inmediata. SE VALORARÁCapacidad de trabajo en equipo multidisciplinar, orientación a resultados y calidad.Méritos académicos en docencia e investigación.Conocimiento de idiomas. SE OFRECEContrato indefinido a jornada completaProyección profesional en los ámbitos asistencial, docente, investigador y de liderazgo de equipos.","Barcelona, Cataluña, España","Benito Menni, Complejo Asistencial en Salud Mental - Hermanas Hospitalarias",Algo de responsabilidad,Jornada completa,Atención a la salud mental,Atención médica,2021-05-14 11:57:54,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/quality-manager-plastics-industry-at-montaner-asociados-2549378356,"From Montaner & A we are looking for a QUALITY MANAGER for our client, a Chemical Industry company, and one of the main polyurethane manufacturers globally, with more than 50 years of existence, international presence and two production plants in Barcelona (Vallés Occidental and Oriental), due to its growth.Reporting to the Global Operations Director and in a second line to the Plant Manager, his/her job purpose and key functions will be:Purpose: Main responsibility is to manage the quality control department of the two locations in the area of Barcelona . The referred locations are central to the company business results and require a strong asset maintenance program. As an addition and aligned with the growth plan of the company, Quality Control Manager of the referred locations, will also provide guidance on key Quality Control programs to the rest of the locations of the company. - Translates the organization's business goals into appropriate Quality Control goals that support and contribute to the organization's business results. - Develops and controls the Quality Control department budget that provides for optimized spending to achieve the agreed-upon capacity and asset reliability.- Control over the QC analysis performed over raw materials received, intermediate materials manufactured, and final products delivered to customers. The scope of the role also comprises the analysis performed over emission points for environmental permits compliance (waste water)- Direct responsibility over the Quality System and its related certifications like ISO9002 - Supervise the maintenance of all instruments for the Labs of QC of CST/LLL; and the i+D departmen . - Periodically benchmarks current performance with internal and external sources to identify opportunities for improvement.- Facilitates good environmental, health and safety performance.- Fosters a culture that does not tolerate and seeks to understand and eliminate the causes of waste/errors using techniques such as Root Cause Analysis (RCA)- Supervise inspectors, technicians and other staff and provide guidance and feedback- Act as a back up of Lab managers to approve the right products or reject defectives- Work together with Production managers to devise ways to improve the manufacturing process to ensure higher-quality goods.- Supervises the handling of customer complains, major product quality deviations , and other Qc incidents. Develops, maintains and lead a process of structural approach to handle these situations .- Supervises the performance of the QC department through the implementation of the Performance Management System .- Ensures effective use and integration of information technologies.- International part of the role (actual 2021): - Oversees the development of the QC program for the newly started manufacturing process at other international plants . Provides guidance ton specific safety issues related to lab activities.-	Supports the design phase of the new sites, providing specific expertise for the design of the process steps, sampling, analytical methods to be used , equipment and technical details ,etc.Requirements :- Minimum Bachelor’s Degree in Chemical Engineering or related field- Experience managing teams (technicians, engineers and supervisors), in different sites- More than 5 years of Qc Manager experience- Deep understanding in legal requirements applicable to QC (raw materials and products)- Able to Understand customer needs and requirements, to develop effective quality control processes.- Experience working with Standard Costing and Budgeting (desired)- Ability and energy to drive change management process - Candidate uses analytical work and data to provide insights, make decisions and provide workable solutions for improvements- Extremely well organized, keen attention to detail and flexibility to work with different aspects of a business- Experience in driving/leading efficiency programs based on Lean, Six Sigma, 8D or similar process improvement methods- Excellent communication skills- Strong problem solving skills- Fast driven and result focusedOffered :- Stable position with growth possibilities in a leading company in its sector globally.- Hours: Monday to Friday from 8 a.m. to 5 p.m., with the possibility of extending at specific times.- Salary between 55 and 65.000€ annual gross, depending on the candidate’s value.","Castellbisbal, Cataluña, España",Montaner & Asociados,Algo de responsabilidad,Jornada completa,Recursos humanos,"Recursos humanos,Administración",2021-05-14 11:58:01,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/corporate-controller-internacional-at-hays-2542371233,"Controller Corporativo con inglés Barcelona﻿Tu nueva empresaCompañía internacional del sector digital ubicada en Barcelona centro.Tu nuevo puestoComo Corporate Financial Controller y reportando a la Dirección Financiera te responsabilizarás de desarrollar e implementar un sistema de control de gestión interno, preparación y seguimiento de budget así como del análisis de desviaciones, preparación de forcast, supervisión de estados financieros del grupo, supervisión de los objetivos financieros de inversiones, implementación de herramientas para la monitorización de la actividad de la empresa. De la misma manera, gestionarás un equipo de 4 personas.Qué necesitarás para encajar con el puestoLicenciatura/Grado en ADE o similares. Inglés muy fluido. Experiencia mínima de 7 años en multinacional o empresa internacional con HQ en España y filiales extranjeras. Valorable dominio de SAP o Netsuite. Buscamos una persona dinámica, con capacidad de adaptación a diferentes entornos internacionales, con habilidades analíticas y resolución de problemas, excelentes habilidades de comunicación y liderazgo, iniciativa y compromiso profesional.Qué obtendrás a cambioProyecto estable en empresa internacional en crecimiento, contrato indefinido, jornada completa, clases de inglés, formación diversa y mutua médica. Paquete salarial competitivo.","Barcelona, Cataluña, España",Hays,Intermedio,Jornada completa,Internet,Finanzas,2021-05-14 11:56:11,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/comunicaci%C3%B3n-y-gesti%C3%B3n-de-cuentas-at-sustec-2535414836,"¿Quiénes somos?Sustec es una compañía de gestión y contratación de publicaciones seriadas e información para centros de documentación y bibliotecas, de instituciones académicas, públicas y privadas.Colaboramos con los editores y proveedores de las publicaciones realizando la contratación, gestión y mantenimiento para los centros de documentación y bibliotecas.Somos una pequeña empresa con proyección de seguir progresando y creciendo cuidadosamente.CargoQueremos incorporar una persona para el departamento de comunicación, con un perfil de marketing y también administrativo.La función principal es el contacto con los clientes, la gestión de presupuestos y seguimiento y de prospectos/contactos.- Contacto con clientes potenciales.- Seguimiento y gestión de prospectos (presentación del servicio).- Gestión y realización de presupuestos.- Soporte de comunicación y administrativo con cuentas/clientes actuales.- Soporte administrativo con proveedores (editores, actualización de tarifas).Aunque las tareas tienen un enfoque principal de comunicación y contacto con los clientes, los procesos tienen inherente un parte administrativa, requieren anotación, planificación, registro y mantenimiento de datos en nuestra aplicación. También se requiere flexibilidad para apoyar en tareas y procesos administrativos, de gestión del cliente y de gestión con proveedoresEs por ello que el enfoque es de un perfil de comunicación/administrativo.IdiomasSe valorará el conocimiento de inglés (especialmente escrito para las tareas administrativas) y de catalán.La curva o proceso de aprendizaje de nuestra actividad y sector es ciertamente largo.Proyecto y filosofíaEsto es lo más importante para nosotros:Buscamos una persona con ganas de aprender y progresar, con iniciativa y autonomía para colaborar en el desarrollo y crecimiento de la empresa, comprometido con el proyecto y determinado para una relación a largo plazo.ContratoJornada completa de 8h y contrato indefinido.Nuestras oficinas están en Poblenou (Barcelona).Pueden saber más sobre nosotros en nuestra web: sustec.es¡Te esperamos!","Barcelona, Cataluña, España",Sustec,,Jornada completa,,,2021-05-14 12:00:21,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/project-manager-erp-crm-finance-at-eqtic-2542364716,"Requerimos un Project Manager, para el liderazgo de distintos proyectos de transformación digital ERP/CRM, para importante grupo multinacional lider en operaciones transitarias con sede en Barcelona.   Objetivos:  Liderazgo y gestión de proyectos de implantación e integración de ERP orientados al área financiera y de controlling Optimización y reingenieria de procesos, para los sistemas de gestión de la empresa, especialmente las áreas de gestión financiera Identificación de necesidades, análisis de requerimientos Realización del diseño y especificaciones funcionales Control y supervisión del implantador Liderazgo y coordinación de equipos implicados: consultores, desarrolladores, otros jefes de proyecto para la implementación Gestión de proyectos de despliegue y roll out Aseguramiento del proyecto en calidad, alcance y presupuesto Gestionar los cambios del sistema, evaluar y proponer soluciones de mejora     Requerimos:  Experiencia consolidada en liderazgo de proyectos de implantación de software ERP (Microsoft Dynamics CRM, SAP, Oracle, etc) Expertise en el análisis de procesos financieros, contabilidad y controling Capacidad de gestión y liderazgo de equipos multidisciplinares Capacidad analítica para la definición de requerimientos Habilidades para la planificación, gestión de conflictos y toma de decisiones Buen nivel de inglés para despliegues internacionales    Ofrecemos:  Estabilidad, contratación indefinida en cliente final y plan de carrera Retribución competitiva, más beneficios sociales Lugar de trabajo: Barcelona centro  ","Barcelona, Cataluña, España",eqtic,Intermedio,Jornada completa,Servicios y tecnologías de la información ,"Gestión de proyectos,Estrategia/planificación,Tecnología de la información",2021-05-14 11:53:28,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/posicionamiento-de-marca-seo-at-luca-2535447569,"Descripción del PuestoEstarás a cargo de desarrollar contenido para LUCA, en el mercado mexicano y LATAM. Tu objetivo final es convertir a LUCA en referencia dentro del área de educación escolar digital para el mercado mexicano y latinoamericano.Buscamos un emprendedor SEO. Una persona que le guste construir desde 0 y que ejecute una estrategia SEO previamente definida.MisiónDesarrollar el canal SEO de adquisición- Crear una nueva página web con tus experiencia técnica (CMS and SEO)- Construir tráfico orgánico con relación palabras claves sobre educación y apoyo escolar digital.- Rápida adquisición de los conocimientos del mercado E-learning de México para garantizar contenido de gran calidad y definir estrategias relevantes. - Contenido del blog: Tener un equipo de escritores freelance para desarrollar contenido.- Desarrollar Linkbuilding. Para mejorar rápidamente el posicionamiento de nuestra web.Encargado de la unidad de negocio de E-Learning para México y Latinoamérica.- Definición de KPIs de rendimiento, asegurar su implementación y enviar reportes semanales de cumplimiento.- Tomar las acciones necesarias para destacar y diferenciarnos de la competencia. Desarrollar la unidad de Global- Definir y mantener la estrategia SEO para crecer el tráfico orgánico de la web.- Desarrollar la marca Luca como referente en el mundo del E-Learning.Requerimientos- Experiencia de trabajo en firmas internacionales y un sólido pasado académico.- Perfil comercial.- 2-3 años de experiencia en SEO.- Conocimientos de HTML. - Capacidad de manejo de números y grandes cantidades de información.- Experiencia probada en utilización de las siguientes herramientas: Ahrefs, Screaming Frog, Rank Tracker, Analytics, Tag Manager y Search Console.- Conocer muy bien el mercado Mexico.- Eres sociable, prestas atención a los demás y eres buen líder.- Te gusta trabajar en startups y conoces cómo definir y ejecutar estrategias rápidamente.- Hablas perfectamente español y tienes un buen nivel de inglés.En Luca, trabajarás en un ambiente donde todo lo que hagas será increíblemente importante para el producto final y el éxito de la compañía. Tus acciones y decisiones darán forma al futuro de la compañía.",España,Luca,,Jornada completa,,,2021-05-14 11:53:35,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/engineering-manager-at-the-knot-worldwide-2542365645,"WHAT WE DO MATTERS:Here at Bodas.net (The Knot Worldwide) we believe in doing work that matters. In 16 countries around the world, our leading family of brands (The Knot, WeddingWire, Bodas, GigMasters, The Bump, How They Asked, Lasting, and more) inspire, inform, and celebrate our communities as they move through life’s milestones. From the proposal to creating a home, and starting a family together, we’re there for every step of the journey. Our couples and business partners depend on us. They're all in. So are we.ABOUT THE ROLE AND OUR TEAM:We are looking for a highly motivated engineering leader with a passion for leading teams to create elegant and scalable software for our users. The right person will have a proven track record delivering engaging, consumer focused products within a data driven, agile environment. In this role you will lead a talented engineering team, partner with product development, and actively participate in both tactical and strategic conversations to determine the evolution of our products.The Knot Invitations is an exciting new line of business for The Knot Worldwide and we are making significant investments in our offering. This role has significant growth opportunity and visibility to stakeholders including the CEO, CPO, and CTO. The Engineering Manager for this team will work cross-organizationally to drive technical architecture vision and be a strong partner to product and design to establish OKRs and set technical vision to achieve business objectives.RESPONSIBILITIES: Oversee an engineering team responsible for our Invitations product vertical.  Ensure the team is operating effectively to reach their goals, are properly supported and deliver quality software. Evolve our platform into a sustainable architecture that supports iterative and fast development. Develop, coach, and mentor multiple engineers at various stages of their career to ensure growth and cultivate emerging leaders. Provide leadership within the team to ensure solutions are built in alignment with company principles. Actively participate in Agile ceremonies including pre-IPM, IPM, standups, and retros. Partner with product and design to plan and deliver OKRs. Actively participate in establishing the broader technical and product strategy that supports our company goals. Partner with Principal Engineers and Architects to set the vision and create the tech roadmap to effectively operate this product and platform. Formulate and proactively look for opportunities to improve the overall effectiveness of the teams. Collaborate with the broader zone and company on key technical initiatives. SUCCESSFUL CANDIDATES HAVE THE FOLLOWING SKILLS: Have 7+ years of proven industry experience with 3+ years of experience leading engineering teams. Deep understanding of distributed system design utilizing both relational and non-relational data stores. Experience working within an Agile based environment. A track record of shipping successful consumer facing products. Possess strong written and verbal communication skills. Comfortable managing multiple work streams and coordinating resources across teams and products. Thrives in a collaborative work culture with teammates located in-office or remote across multiple locations in the US and abroad. Knowledge of A/B testing software and techniques is a plus. The Knot Worldwide provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, or disability.","Sant Cugat del Vallès, Cataluña, España",The Knot Worldwide,Intermedio,Jornada completa,"Marketing y publicidad,Software,Internet","Ingeniería,Tecnología de la información",2021-05-14 11:52:44,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/departamento-de-arte-at-freelance-2542369327,"Especialista en fotografía, imagen y set design dada mi formación en arte, fotografía, escultura y mi experiencia realizando producción y diseño de exposiciones.",Santa Cruz de Tenerife y alrededores,Freelance.,,Jornada completa,,,2021-05-14 11:52:51,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/coordinador-de-seguridad-y-salud-at-grupo-haxelia-2535451123,"Grupo HAXELIA precisa incorporar para su plantilla a Coordinador de Seguridad y Salud para la ejecución de proyectos de envergadura considerable en la Comunidad de Madrid.FUNCIONES PRINCIPALES:- Vigilancia y elaboración de informes periódicos de incidencias detectadas en obra.- Revisión y aprobación de Planes de Seguridad y Salud de contratistas principales en obra.- Liderar las reuniones de seguridad y salud en obra.- Revisión y aprobación de procedimientos de trabajo.REQUISITOS:- Imprescindible graduado en Ingeniería, Arquitectura, Ingeniería Técnica o Arquitectura Técnica.- Master en PRL.- Experiencia en sector telecomunicaciones.- Disponibilidad.- Inglés.QUE OFRECEMOS:- Salario 23.000 - 30.000 valorable según valía + dietas + kilometraje.- Flexibilidad horaria.- Incorporación a Proyecto atractivo.- Crecimiento profesional.- Estabilidad. Contrato indefinido.",Madrid y alrededores,Grupo Haxelia,,Jornada completa,,,2021-05-14 11:58:07,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/supervisor-zona-est%C3%A9ril-at-synerlab-group-2512328162,"Supervisar directamente, durante el turno, los procesos de fabricación del Departamento de Estériles, el equipo humano de la sección y la maquinaria correspondiente, conforme a las directrices de la dirección de producción y cumpliendo las normas de GMP y HSE de la compañía.         Supervisar y organizar todas las operaciones que intervienen en los procesos de fabricación del turno (producción, limpieza y mantenimiento), garantizando el cumplimiento GMP de todas ellas.    Elaborar los turnos del personal acorde a las directrices del Área y según las necesidades del Departamento para optimizar los recursos existentes.   Colaborar activamente con el Jefe de Departamento en la comunicación de información y actividades del Departamento asegurando que sea asimilada y ejecutada por todo el personal   Realizar informes periódicos de la actividad del turno consignando aquella información requerida por el Jefe de Departamento para optimizar el desempeño del Departamento.   Colaborar con el almacén para tener las materias primas y los materiales preparados antes del inicio de la producción.    Cumplir y supervisar el cumplimiento de las normas de seguridad, higiene y medio ambiente marcadas por la compañía dentro del Departamento.   Facilitar la documentación necesaria para la realización de los procesos de producción a los operarios del Departamento para su ejecución.","Alcalá de Henares, Comunidad de Madrid, España",SYNERLAB GROUP,,Jornada completa,,,2021-05-14 11:52:58,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/desarrollador-de-python-at-g-consulting-world-team-sl-2549364642,"G Consulting World Team S.L. somos una empresa especializada en la provisión de Servicios TIC e Ingeniería para la gestión empresarial. Trabajamos diseñando soluciones a medida de las necesidades de nuestros clientes.Somos una empresa 2.0 innovadora donde las personas son muy importantes para nosotros. La ética, transparencia, imparcialidad e independencia forman parte de nuestra filosofía.Buscamos personas para nuestro TEAM, motivados por aprender, por crecer, por el trabajo bien hecho que sean resolutivos, que sepan escuchar y ORGULLOSOS de lo que hacen.Estamos buscando un Analista para nuestras oficinas de Bilbao. Si tienes experiencia laboral en PYTHON, te gusta analizar y resolver problemas y quieres participar en un proyecto internacional con uno de nuestros clientes, Vueling Airlines, mándanos tu CV. ¡Queremos conocerte!Debe cumplir los siguientes requisitos:Experiencia previa mínima de 3 años con python. Residencia en Bilbao o alrededores. También valoramos que aportes:InglésMetodologías ágilesConocimientos en lenguajes de programación funcional﻿OFRECEMOS:Oportunidades de carrera.Grandes proyectos con tecnologías avanzadas.Exposición y aprendizaje continuo en tecnologías punteras.Todo nuestro apoyo para tu desarrollo personal/profesional.Contrato indefinido.Salario bruto anual en función de experiencia, formación, certificaciones y CV.Buen clima laboral.",Bilbao y alrededores,G CONSULTING WORLD TEAM SL,No corresponde,Jornada completa,Servicios y tecnologías de la información ,"Ingeniería,Tecnología de la información",2021-05-14 11:52:07,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/desarrollador-de-back-end-at-exceltic-2542369299,"En Exceltic estamos buscando a un/a Desarollador/a Backend con experiencia en programación con Python, Flask y base de datos, para incorporación a nuestro equipo de Developers en proyectos de desarrollo de proyecto tecnológico para el sector de automoción.¿Tienes formación en ingeniería electrónica/ informática/ telecomunicaciones? ¿Tienes experiencia en desarrollo de SW mediante programación en Python? ¿Testing y validación?¡No lo dudes más y participa en el proceso de selección!Funciones principales:-	Creación y desarrollo de API’s-	Llevar a cabo los desarrollos del equipo técnico en el que se encuentra asignado.-	Estimar y cumplir el tiempo de los diferentes desarrollos o peticiones.Requisitos:- Ingeniería informática, electrónica o similar.- Pasión por la programación y entorno de SW.- Capacidad resolutiva y motivación por el sector.- Experiencia en Testing, integración y validación tanto de SW como de HW.- Flask- Python - UnitTesting - PyLint ¿Quiénes somos?EXCELTIC es una empresa de Ingeniería y Consultoría en fuerte expansión que desarrolla su actividad en distintos sectores (Ferroviario, Aeronáutico, Espacio, Defensa, Energía, Automoción, Industria, Tecnologías de la Información y Telecomunicaciones).También proporcionamos servicios de auditoria técnica y formación especializada.A día de hoy EXCELTIC cuenta con una sólida cartera de clientes en los distintos sectores y una de las ofertas más completas del mercado y tiene presencia en Madrid, Barcelona y Bilbao.¿Qué ofrecemos? - Puesto estable- Proyección profesional- Trabajar en un equipo altamente cualificado- Horario Flexible- Plan de Retribución Flexible- 25 días de vacaciones",Barcelona y alrededores,Exceltic,,Jornada completa,,,2021-05-14 11:52:15,2021-05-14 12:00:00
linkedin,https://es.linkedin.com/jobs/view/sr-country-brand-lead-xeljanz-ra-at-pfizer-2535450325,"The Sr. Country Brand Lead – Xeljanz is the lead person representing Xeljanz in Rheumatoid at a country level internally and externally with stakeholders and customers, responsible for leading and coordinating the in-country cross functional team (XFT). Responsible for planning, leading, organizing and controlling the development of marketing strategies and objectives, as well as identifying market opportunities, that maximizes patient impact and deliver against financial objectives. This role will deliver flawless execution of marketing plans for a strong customer experience whilst creating sustainable value, incorporating strong financial management skills and accountability for the local budget.Ensures that all activities are conducted in accordance with company policies and SOPs, Pfizer values, and global guidelines (including MAPP and FCPA), as appropriate.ORGANIZATIONAL RELATIONSHIPSThe Sr. Country Brand Lead – Xeljanz RA has a strong relationship with all relevant internal stakeholders in country (e.g. sales management, medical function, access, finance, legal, etc.) and above country (e.g. Global Brand Team members including the Brand Directors, Brand Managers, Digital and Customer marketers, and Therapy Area Team Leader) in pulling through glocal operating model. Works closely with the I&I Country Lead in managing the BU holistically at the country level.Primary Responsibilities Strategy Execution to Maximize Revenues Lead development of Country Brand Plan Tailoring (glocalizing) global brand strategies, tactical programs and brand-specific customer experiences to meet local market needs Drive execution of brand strategy in country - lead implementation of key brand programs Meet/exceed local revenue targets Leadership Lead in-country cross functional team, including coordinating and directing the activities of members of the team as appropriate in order to achieve success Accountable for developing the organizational capabilities necessary to execute the strategic plan. 2 direct reports Customer Engagement & Insight Develop strong external relationship with KOLs and scientific societies. Partner with customer facing leadership team to ensure alignment with overall brand strategy and incorporation of market feedback Coordinate with customer facing sales & medical, local customer marketing and local e-marketing colleagues for customer/digital activities/programs to ensure strong external stakeholder & customer engagement Ensure that customer and patient insights as well as market issues are well understood and processed into the local business plans. Financial Planning Accountable for the planning, spending & controlling of budgets agreed for own areas of responsibility & developing regular forecast updates to aid financial planning Oversee sales and forecasting, provide country input into overall I&I forecasts Prepare ad-hock business cases to maximize identified market opportunitiesQualifications Proficient in written and spoken English and Spanish 6-10 years Marketing experience in high specialty therapeutic area Preferred Education: BA, BS, MBA Preferred discipline(s): Science, Business Management, Marketing Knowledge of local regulatory policies Willingness to travel as required Experience managing revenues and expenses Track record of working collaboratively with others across functions and globally Experience interacting with external customers & stakeholders and acting upon customer insights.Experience managing and coaching diverse team.Capabilities Strategy Execution to Maximize Revenues Action oriented to drive plan implementation Comprehensive business acumen & marketing experience in high specialty therapeutic area Thorough understanding of revenue drivers for the brand in local country Leadership Cross-functional leadership and collaboration Strong communication and influencing skills Role modelling, visibility, upholding values, adhering to standards Ability to create and maintain a positive work environment Financial Planning Ability to manage & prioritize resources across customers in line with BU strategy and in dialogue with customer facing functions Experience applying EU financial systems/processes and compliance Ability to analyze data, interpret and communicate clear, actionable recommendations Meet Commitments to Patients, Customers & Stakeholders Broad expertise across local customers and stakeholders within hospital setting Ability to facilitate stakeholder & customer commitments and act on customer insights Ability to synthesize & communicate local customer insights for BU and Global planning Create Culture of Innovation and Continuous Improvement Leads change: ability to adapt to new modes of operating Innovation leadership Acts decisively in complex and fast-moving environment Willingness to take appropriate calculated risks ResilienceAdditional Information Work location: Alcobendas, Madrid, Spain Type of position: Full time, permanent contract European work permits necessary NO Relocation package availablePurposeBreakthroughs that change patients' lives... At Pfizer we are a patient centric company, guided by our four values: courage, joy, equity and excellence. Our breakthrough culture lends itself to our dedication to transforming millions of lives.Digital Transformation Strategy One bold way we are achieving our purpose is through our company wide digital transformation strategy. We are leading the way in adopting new data, modelling and automated solutions to further digitize and accelerate drug discovery and development with the aim of enhancing health outcomes and the patient experience.Flexibility We aim to create a trusting, flexible workplace culture which encourages employees to achieve work life harmony, attracts talent and enables everyone to be their best working self. Let’s start the conversation!Equal Employment OpportunityWe believe that a diverse and inclusive workforce is crucial to building a successful business. As an employer, Pfizer is committed to celebrating this, in all its forms – allowing for us to be as diverse as the patients and communities we serve. Together, we continue to build a culture that encourages, supports and empowers our employees.Marketing and Market Research","Madrid, Comunidad de Madrid, España",Pfizer,Intermedio,Jornada completa,Industria farmacéutica,"Investigación,Manufactura",2021-05-14 11:51:23,2021-05-14 12:00:00
